"Id";"Id Siecle";"Type";"Nom";"Prénom";"Login";"Alias de login";"Code d'activation";"Fonction(s)";"Structure(s)";"Classe(s)";"Enfant(s)";"Parent(s)"
"1021685";"2856038";"Élève";"MARIK001";"Emlyne";"emlyne.marik001";"emlyne.marik001";"jkjt3cr5";"";"LGT-BREQUIGNY-RENNES";"BTS1SAM";"";"Hasma SHORT001, Baraa DUKE001, Wivine DRURY001"
"908049";"2986696";"Élève";"MARINI001";"Jazmine";"jazmine.marini001";"jazmine.marini001";"mrkegeen";"";"LGT-BREQUIGNY-RENNES";"211";"";"Auban LEONI001, Seham MCMILLAN001"
"1971539";"2936823";"Élève";"MARIOTTI001";"Jhoanna";"jhoanna.mariotti001";"jhoanna.mariotti001";"tjsbkhvw";"";"LGT-BREQUIGNY-RENNES";"BTS1GPME";"";"Nelita MERLI001, Valencia ARMITAGE001, Ousmane GUBHAJU001"
"1005474";"2777315";"Élève";"MARKEY001";"Aubierge";"aubierge.markey001";"aubierge.markey001";"pg9kpskz";"";"LGT-BREQUIGNY-RENNES";"DNMADE1";"";"Corynne STRUTHERS001, Maxel AZMEEL001"
"453068";"2076334";"Élève";"MARKS001";"Monise";"monise.marks001";"monise.marks001";"646tsvf8";"";"LGT-BREQUIGNY-RENNES";"1STMG4";"";"Rico ENNIS001, Liêm O'DOWD001"
"391330";"2193448";"Élève";"MARONGIU001";"Gihene";"gihene.marongiu001";"gihene.marongiu001";"fezmemz9";"";"LGT-BREQUIGNY-RENNES";"TST2S1";"";"Bili ANDREOLI001, Dalla WEEKS001"
"1152951";"1631047";"Élève";"MAROTTA001";"Therry";"therry.marotta001";"therry.marotta001";"hyabdx9m";"";"LGT-BREQUIGNY-RENNES";"TSTI2D2";"";"Harout TAMANG001, Marie-Marie MCKENNA001"
"15345";"1079658";"Élève";"MARRAS001";"Hemeline";"hemeline.marras001";"hemeline.marras001";"ehr97ccr";"";"LGT-BREQUIGNY-RENNES";"T09";"";"Guilhaume PEROU001, Inese RANJIT001"
"208115";"2386467";"Élève";"MARRAS001";"Lyam";"lyam.marras001";"lyam.marras001";"pdtg75xh";"";"LGT-BREQUIGNY-RENNES";"T05";"";"Rudie DANI001, Antoine-Jean KUSMI001, Nisa-Nur LORENZINI001"
"341344";"1706011";"Élève";"MARRIOTT001";"Sorenza";"sorenza.marriott001";"sorenza.marriott001";"x8e9vd9j";"";"LGT-BREQUIGNY-RENNES";"T03";"";"Elwyn BANA001, Ombeline NOYES001, Norhane D'AGOSTINO001"
"146945";"1985609";"Élève";"MARSH001";"Florianne";"florianne.marsh001";"florianne.marsh001";"wbvpf4tn";"";"LGT-BREQUIGNY-RENNES";"DSAA3";"";"Kissima CALVERT001, Mirentchu IHUSAN001, Feline MAFAZ001"
"469730";"2931240";"Élève";"MARTELLI001";"Lisbeth";"lisbeth.martelli001";"lisbeth.martelli001";"7dtfme9y";"";"LGT-BREQUIGNY-RENNES";"DNMADE1";"";"Téa THORNE001, Hendric HAMILL001, Badiha ZAAHIR001"
"1808041";"2461249";"Élève";"MARTINELLI001";"Loanne";"loanne.martinelli001";"loanne.martinelli001";"rmttzfs4";"";"LGT-BREQUIGNY-RENNES";"BTS1GPME";"";"Leocadie MCFADDEN001, Bitou NOBBS-MCCOWAN001, Silène LIMVU001"
"220110";"1324018";"Élève";"MASINI001";"François-Xavier";"francois-xavier.masini001";"francois-xavier.masini001";"8w5hn855";"";"LGT-BREQUIGNY-RENNES";"202";"";"Yucef JAVEGU001"
"1100804";"2333527";"Élève";"MASKE001";"Nare";"nare.maske001";"nare.maske001";"3hzcrfs8";"";"LGT-BREQUIGNY-RENNES";"DSAA2";"";"My MORRIS001, Daryll BOCCIA001"
"988446";"2148261";"Élève";"MASSA001";"Korka";"korka.massa001";"korka.massa001";"g4h8dz4y";"";"LGT-BREQUIGNY-RENNES";"BTS1SPS";"";"Alisa GRANT001, Anne-Zoé QASIM001, Sainte-Marie MARTINELLI001, Keylina NASEEF001"
"88176";"2228255";"Élève";"MASSEY001";"Djinane";"djinane.massey001";"djinane.massey001";"kw7eph6b";"";"LGT-BREQUIGNY-RENNES";"BTS1ABM";"";"Phanie BAGALE001, Levine CANNON001, Arije AVASTHI001"
"1553216";"2880416";"Élève";"MASSEY001";"Ouelid";"ouelid.massey001";"ouelid.massey001";"fakvcp8n";"";"LGT-BREQUIGNY-RENNES";"BTS1CG";"";"Clarence D'ALESSIO001, Danie SIYAZ001"
"489784";"1548812";"Élève";"MASTERSON001";"Djamil";"djamil.masterson001";"djamil.masterson001";"m5kd7bbc";"";"LGT-BREQUIGNY-RENNES";"BTS2ATI";"";"Miguël MORABITO001, Gédéon LINDSTROM001"
"229654";"2938968";"Élève";"MATTEUCCI001";"Nuriye";"nuriye.matteucci001";"nuriye.matteucci001";"mhzbfdmv";"";"LGT-BREQUIGNY-RENNES";"207";"";"Medjid PAOLUCCI001"
"1289867";"2302117";"Élève";"MATTHEWS001";"Erhan";"erhan.matthews001";"erhan.matthews001";"ctsvbnmb";"";"LGT-BREQUIGNY-RENNES";"202";"";"Adamo ANIL001"
"54186";"2591368";"Élève";"MAUGERI001";"Aïly";"aily.maugeri001";"aily.maugeri001";"3cgng4fw";"";"LGT-BREQUIGNY-RENNES";"DNMADE2";"";"Maywen ILYAS001, Boujema HUSNEE001, Issra BARBAGALLO001"
"441797";"2266587";"Élève";"MAUGERI001";"Thelyo";"thelyo.maugeri001";"thelyo.maugeri001";"xghyjyjc";"";"LGT-BREQUIGNY-RENNES";"204";"";"Marie-Salomé MORRONE001, Swenn RICCIO001"
"1704747";"2715595";"Élève";"MAUMOON001";"Shony";"shony.maumoon001";"shony.maumoon001";"cfjeenvf";"";"LGT-BREQUIGNY-RENNES";"1STMG2";"";"Nassym MAGGI001, Armonie WATERS001, Polonie HASHIGUCHI001, Esmé BORTOLOTTI001"
"1100253";"2479381";"Élève";"MAURY001";"Joeffrey";"joeffrey.maury001";"joeffrey.maury001";"kkppmgv8";"";"LGT-BREQUIGNY-RENNES";"110";"";"Clency SUHANA001, Gulnur KIRWAN001, Patrice MAUROOF001"
"241157";"1707118";"Élève";"MAXWELL001";"Loni";"loni.maxwell001";"loni.maxwell001";"9jc56frh";"";"LGT-BREQUIGNY-RENNES";"BTS1ATI";"";"Logane ADAMS001, Graciano KAYE001, Allana PAOLETTI001"
"1822864";"2713126";"Élève";"MAXWELL001";"Ness";"ness.maxwell001";"ness.maxwell001";"7x5ayx3j";"";"LGT-BREQUIGNY-RENNES";"DCG3";"";"Peïo BIFFI001, Marcelle CHRISTIAN-MITCHELL001, Augustino BEIRNE001"
"1459134";"1030107";"Élève";"MAYNARD001";"Athish";"athish.maynard001";"athish.maynard001";"j8bhp9ar";"";"LGT-BREQUIGNY-RENNES";"T05";"";"Jeanie PELLEGRINI001, Eniss PODAR001"
"943905";"2368717";"Élève";"MAZZEO001";"Ishaac";"ishaac.mazzeo001";"ishaac.mazzeo001";"w5w4x6at";"";"LGT-BREQUIGNY-RENNES";"DCG3";"";"Gaitan KOMANDOVSKY001, Mildred MONTAGNA001, Jauffret SHEEZA001"
"947397";"1334649";"Élève";"MAZZEO001";"Juline";"juline.mazzeo001";"juline.mazzeo001";"y5m4bwn8";"";"LGT-BREQUIGNY-RENNES";"TST2S3";"";"Colin KUVAMR001, Benedita SEENA001, Djilan HAMMAD001"
"1997011";"2037080";"Élève";"MAZZONE001";"Gessica";"gessica.mazzone001";"gessica.mazzone001";"5e9ccnb4";"";"LGT-BREQUIGNY-RENNES";"1STMG5";"";"Keïlya SINCLAIR001, Djemil CRONIN001"
"1960495";"1439775";"Élève";"MAZZONE001";"Yoham";"yoham.mazzone001";"yoham.mazzone001";"e75ncn7k";"";"LGT-BREQUIGNY-RENNES";"BTS2ABM";"";"Nibras BERTI001, Evina MIYAM001, Amadi KHAN001"
"773582";"1612170";"Élève";"MAZZONI001";"Médy";"medy.mazzoni001";"medy.mazzoni001";"e7dtxjr6";"";"LGT-BREQUIGNY-RENNES";"MLDS FLE";"";"Judikaelle VANIY001, Florentin CORTESI001"
"1022291";"1185839";"Élève";"MCARDLE001";"Avril";"avril.mcardle001";"avril.mcardle001";"mrs7ph8d";"";"LGT-BREQUIGNY-RENNES";"1STMG1";"";"Beatrix HOULIHAN001, Abdel-Hadi GUEST001"
"470497";"1907998";"Élève";"MCARDLE001";"Victoriane";"victoriane.mcardle001";"victoriane.mcardle001";"zekxk5ks";"";"LGT-BREQUIGNY-RENNES";"1ST2S2";"";"Tamara BOWER001, Cederic MCPHERSON001"
"345253";"2372608";"Élève";"MCCAFFREY001";"Arnold";"arnold.mccaffrey001";"arnold.mccaffrey001";"dbtv8rh3";"";"LGT-BREQUIGNY-RENNES";"211";"";"Fahel ZANETTI001, Keltia HAMMOND001"
"1620400";"1984462";"Élève";"MCCANN001";"Aéna";"aena.mccann001";"aena.mccann001";"gfg3n8d9";"";"LGT-BREQUIGNY-RENNES";"104";"";"Even SAAL001, Maiwen SAWADOGO001"
"1341484";"1573869";"Élève";"MCCANN001";"Marietta";"marietta.mccann001";"marietta.mccann001";"rysvtxtr";"";"LGT-BREQUIGNY-RENNES";"210";"";"Stelio DOWD001, Nelle GIULIANI001"
"389008";"2385363";"Élève";"MCCARRON001";"Roald";"roald.mccarron001";"roald.mccarron001";"3fg85jjt";"";"LGT-BREQUIGNY-RENNES";"BTS2SNIR";"";"Killiann COLE001, Camille-Marie CORRADINI001, Loghann BARRY001"
"1178855";"2760064";"Élève";"MCCAULEY001";"Raoul";"raoul.mccauley001";"raoul.mccauley001";"w6gshf6m";"";"LGT-BREQUIGNY-RENNES";"207";"";"Salematou O'KEEFE001"
"1714374";"2897306";"Élève";"MCCORMICK001";"Sanoussy";"sanoussy.mccormick001";"sanoussy.mccormick001";"s9t6vmd4";"";"LGT-BREQUIGNY-RENNES";"T05";"";"Varvara BARBERA001, Hermina LORENZINI001, Souleimane WILLIAMS001"
"273738";"1717101";"Élève";"MCCOWAN001";"Siloé";"siloe.mccowan001";"siloe.mccowan001";"dwvxnpcd";"";"LGT-BREQUIGNY-RENNES";"T02";"";"Tessa RICHARDS001, Harrisson MUNEER001"
"208433";"2720099";"Élève";"MCCULLAGH001";"Kahïs";"kahis.mccullagh001";"kahis.mccullagh001";"neb3kn5t";"";"LGT-BREQUIGNY-RENNES";"205";"";"Keyliann CAPUTO001, Bendehiba CALCAGNO001"
"1063946";"2979827";"Élève";"MCDERMOTT001";"Rada";"rada.mcdermott001";"rada.mcdermott001";"9gpfn5t5";"";"LGT-BREQUIGNY-RENNES";"214";"";"Manhattan DANIS001, Eve DYER001, Deivy O'BYRNE001"
"1465421";"2482595";"Élève";"MCDOWELL001";"Emre";"emre.mcdowell001";"emre.mcdowell001";"45ykpj4v";"";"LGT-BREQUIGNY-RENNES";"T01";"";"Semy FEDERICI001, Nathaline SUTTON001"
"505683";"2134791";"Élève";"MCDOWELL001";"Marc-Edouard";"marc-edouard.mcdowell001";"marc-edouard.mcdowell001";"z3ev87we";"";"LGT-BREQUIGNY-RENNES";"1STD2A";"";"Mickel MAZZOLENI001, Nassika VINCENT001, Jillian IMRAN001"
"104588";"2752970";"Élève";"MCDOWELL001";"Mayna";"mayna.mcdowell001";"mayna.mcdowell001";"fksg8z77";"";"LGT-BREQUIGNY-RENNES";"TSTMG5";"";"Dalvin REILLY001, Acile STRUTHERS001"
"193609";"1997033";"Élève";"MCELLIGOTT001";"Sygrid";"sygrid.mcelligott001";"sygrid.mcelligott001";"bnnvzrzm";"";"LGT-BREQUIGNY-RENNES";"BTS2GPME";"";"Béverly RAFEEG001, Mackenzie CAPELLI001, Villy DONATI001"
"1339007";"2979981";"Élève";"MCENTEE001";"Lettie";"lettie.mcentee001";"lettie.mcentee001";"mr6jdeds";"";"LGT-BREQUIGNY-RENNES";"BTS2SPS";"";"Rhea HIRST001, Pier ZIHAN001, Marie-Mélissa NIHAD001"
"990449";"2380127";"Élève";"MCGILL001";"Hadrian";"hadrian.mcgill001";"hadrian.mcgill001";"7rcphm6b";"";"LGT-BREQUIGNY-RENNES";"BTS2SAM";"";"Syd ARMSTRONG001, Djazira CHIARI001, Mathiou BERETTA001"
"18996";"2173602";"Élève";"MCGINN001";"Aryeh";"aryeh.mcginn001";"aryeh.mcginn001";"mgmc43dy";"";"LGT-BREQUIGNY-RENNES";"BTS2ATI";"";"Abdelramane VALAYAR001, Yahel YONJAN001, Maïthé HAJAMIN001"
"1454132";"2874355";"Élève";"MCGOLDRICK001";"Relique";"relique.mcgoldrick001";"relique.mcgoldrick001";"84bgxvgg";"";"LGT-BREQUIGNY-RENNES";"212";"";"Viana GIUNTA001, Julien-Pierre VAGALE001"
"1376058";"2718040";"Élève";"MCGOLDRICK001";"Youmi";"youmi.mcgoldrick001";"youmi.mcgoldrick001";"r3wzz7jv";"";"LGT-BREQUIGNY-RENNES";"TSTMG5";"";"Gilbert NUTLEY001, Thecle WARBURTON001"
"1445446";"2377577";"Élève";"MCGOWAN001";"Benson";"benson.mcgowan001";"benson.mcgowan001";"8v7m3bsd";"";"LGT-BREQUIGNY-RENNES";"209";"";"Bogumila THOKAR001, Sala MAGGI001, Kélyo MOLTENI001"
"203382";"2296357";"Élève";"MCINTOSH001";"Foune";"foune.mcintosh001";"foune.mcintosh001";"cyn95wg4";"";"LGT-BREQUIGNY-RENNES";"203";"";"Manatea BERTINI001, Ummahan PALUMBO001, Nesli CERIANI001"
"597841";"1897084";"Élève";"MCINTOSH001";"Sokhona";"sokhona.mcintosh001";"sokhona.mcintosh001";"sbc8d56r";"";"LGT-BREQUIGNY-RENNES";"BTS2GPME";"";"Dayanne FELLOWS001, Similienne RUMBA001, Elyano COGHLAN001"
"56824";"1956513";"Élève";"MCKAY001";"Eliezer";"eliezer.mckay001";"eliezer.mckay001";"nzc7twje";"";"LGT-BREQUIGNY-RENNES";"1STI2D2";"";"Aura THAKURUFAANU001, Ingo BASSETT001"
"1801443";"2552516";"Élève";"MCKAY001";"Lidiana";"lidiana.mckay001";"lidiana.mckay001";"b5d3z6fy";"";"LGT-BREQUIGNY-RENNES";"BTS2GPME";"";"Maude VEZZOLI001, Kyliano WEEKLEY001, Lilea NAJWA001"
"1092462";"1243139";"Élève";"MCKENZIE001";"Dawid";"dawid.mckenzie001";"dawid.mckenzie001";"rsdm6n5k";"";"LGT-BREQUIGNY-RENNES";"BTS1SNEC";"";"Abdellali DEMPSEY001"
"1766168";"2612072";"Élève";"MCKIERNAN001";"Abdel";"abdel.mckiernan001";"abdel.mckiernan001";"6eyhgkzt";"";"LGT-BREQUIGNY-RENNES";"205";"";"Nélyo GRAINGER001, Laily RAYNER001, Saule HAY001"
"1469973";"1729619";"Élève";"MCLOUGHLIN001";"Soumaïla";"soumaila.mcloughlin001";"soumaila.mcloughlin001";"654cfwh9";"";"LGT-BREQUIGNY-RENNES";"T05";"";"Mahelle NAHUZA001, Zéphyr BEDFORD001"
"650065";"2895796";"Élève";"MCMAHON001";"Prime";"prime.mcmahon001";"prime.mcmahon001";"fndp9wrg";"";"LGT-BREQUIGNY-RENNES";"1STI2D1";"";"Abdoul-Malik MARANO001, Emlyn YAZEED001"
"1684888";"2838585";"Élève";"MCMENAMIN001";"Adama";"adama.mcmenamin001";"adama.mcmenamin001";"ttx5v5ns";"";"LGT-BREQUIGNY-RENNES";"1STI2D1";"";"Sabatino RYVES001, Aaya MARTINELLI001"
"1305278";"2273012";"Élève";"MCMENAMIN001";"Noanne";"noanne.mcmenamin001";"noanne.mcmenamin001";"pba95tmj";"";"LGT-BREQUIGNY-RENNES";"TST2S1";"";"Bertille IRWIN001, Neila MOLLER001"
"156543";"1627223";"Élève";"MCMILLAN001";"Somaia";"somaia.mcmillan001";"somaia.mcmillan001";"86evcxnp";"";"LGT-BREQUIGNY-RENNES";"DCG3";"";"Luna-Rose RAJATHAL001, Hatime COSGRAVE001, Laiana FIGIR001"
"1384800";"2214049";"Élève";"MCNALLY001";"Neel";"neel.mcnally001";"neel.mcnally001";"5z733mgp";"";"LGT-BREQUIGNY-RENNES";"T08";"";"Gift OMAHONY001, Tilila GOYAL001, Renji CREMONESI001"
"77106";"2288002";"Élève";"MCNALLY001";"Sheridane";"sheridane.mcnally001";"sheridane.mcnally001";"cgj9avzw";"";"LGT-BREQUIGNY-RENNES";"108";"";"Marie-Céline WAKEFIELD001, Henryka PALLI001, Julienne PETIT001, Nusayba SYANTAN001"
"1290434";"2048254";"Élève";"MCNALLY001";"Yola";"yola.mcnally001";"yola.mcnally001";"yapfregd";"";"LGT-BREQUIGNY-RENNES";"BTS2SPS";"";"Mirene MARIK001, Achouak FAZLEENA001, Denya NOBLE001, Sylla DEASY001"
"2066";"1854504";"Élève";"MCNAMEE001";"Rayden";"rayden.mcnamee001";"rayden.mcnamee001";"kh3rdmmg";"";"LGT-BREQUIGNY-RENNES";"1STI2D2";"";"Ashvin IRWIN001, Alhya CHANTEL001"
"1019076";"1069305";"Élève";"MCNEIL001";"Abdelilah";"abdelilah.mcneil001";"abdelilah.mcneil001";"rsszmeb8";"";"LGT-BREQUIGNY-RENNES";"102";"";"Oummou RAJADHAMI001, Ayoube NAWAZ001"
"1645643";"2253058";"Élève";"MCNICHOLAS001";"Mitsuko";"mitsuko.mcnicholas001";"mitsuko.mcnicholas001";"v364jb5t";"";"LGT-BREQUIGNY-RENNES";"1ST2S3";"";"Ariam LLOYD001, Kazimierz DARYANANI001"
"1789119";"2529040";"Élève";"MCNULTY001";"Abdelmoula";"abdelmoula.mcnulty001";"abdelmoula.mcnulty001";"m6bers84";"";"LGT-BREQUIGNY-RENNES";"1STI2D3";"";"Saint-Hilaire MONAHAN001, Valere FARIYAL001, Kélan ATHEEF001"
"1455652";"2453831";"Élève";"MCPHILLIPS001";"Ellande";"ellande.mcphillips001";"ellande.mcphillips001";"6wy56nrd";"";"LGT-BREQUIGNY-RENNES";"BTS2SNIR";"";"Glodie MARCHINI001, Meïssa RUSSO001, Hillaire HOLMES001"
"1546857";"2760864";"Élève";"MCPHILLIPS001";"Myral";"myral.mcphillips001";"myral.mcphillips001";"dwjncg59";"";"LGT-BREQUIGNY-RENNES";"1STMG2";"";"Mouzdalifa DIASSANA001, Marc-Henry WASIF001"
"978239";"1113674";"Élève";"MCPHILLIPS001";"Suger";"suger.mcphillips001";"suger.mcphillips001";"6zt4z7g8";"";"LGT-BREQUIGNY-RENNES";"102";"";"Airon NASHIDA001, Djamella BETTI001, Joys VERDE001"
"1480563";"1509721";"Élève";"MCQUILLAN001";"Adèm";"adem.mcquillan001";"adem.mcquillan001";"hjzmzjj3";"";"LGT-BREQUIGNY-RENNES";"102";"";"Imaya SIFNA001, Nishanth KALEEM001"
"1691678";"2234962";"Élève";"MCQUILLAN001";"Evan";"evan.mcquillan001";"evan.mcquillan001";"35bwrd4e";"";"LGT-BREQUIGNY-RENNES";"DCG3";"";"Hamath FERRI001, Robyne DUFF001, Raihan MARCON001"
"1265790";"2262477";"Élève";"MCRAE001";"Farrel";"farrel.mcrae001";"farrel.mcrae001";"r7cxm5aa";"";"LGT-BREQUIGNY-RENNES";"106";"";"Mamedi RIZNEE001, Briana NASEEH001, Mahamad GORE001"
"985100";"1209950";"Élève";"MCTEGG001";"Hajere";"hajere.mctegg001";"hajere.mctegg001";"t3r63vz8";"";"LGT-BREQUIGNY-RENNES";"213";"";"Josh AHIRANI001, Tasnim SCHIAVON001"
"68743";"2192751";"Élève";"MEADE001";"Anise";"anise.meade001";"anise.meade001";"m9khxw8s";"";"LGT-BREQUIGNY-RENNES";"1ST2S1";"";"Ileyda MULHALL001, Elisei LESTER001"
"1554012";"2715572";"Élève";"MEADE001";"Lily-Anne";"lily-anne.meade001";"lily-anne.meade001";"35kvhkp9";"";"LGT-BREQUIGNY-RENNES";"105";"";"Cilian KAPAIR001, Aza SAEEDH001"
"277760";"1076878";"Élève";"MEADE001";"Sansa";"sansa.meade001";"sansa.meade001";"3wry4hj8";"";"LGT-BREQUIGNY-RENNES";"T10";"";"Ouria SANYASI001, Holly CORSINI001, Flynn BOWEN001"
"1551321";"2909774";"Élève";"MEADOWS001";"Brahim";"brahim.meadows001";"brahim.meadows001";"zndvvmjz";"";"LGT-BREQUIGNY-RENNES";"1STI2D2";"";"Hindou UEDA001, Djessi PARKIN001"
"100838";"2920285";"Élève";"MEAKIN001";"Souhaïla";"souhaila.meakin001";"souhaila.meakin001";"98me5zdn";"";"LGT-BREQUIGNY-RENNES";"209";"";"Syham PRENDERGAST001, Mouez LAI001, Ascelin KALWAR001"
"701984";"2299924";"Élève";"MEANEY001";"Matysse";"matysse.meaney001";"matysse.meaney001";"p4r63xe6";"";"LGT-BREQUIGNY-RENNES";"205";"";"Jimmie BERTOZZI001, Trecy O'LOUGHLIN001"
"1607936";"2581889";"Élève";"MECE001";"Hayley";"hayley.mece001";"hayley.mece001";"ak3xy3fp";"";"LGT-BREQUIGNY-RENNES";"TST2S1";"";"Cidem WASEEMA001, Gülsüm WOODHOUSE001, Benigne DEVLIN001"
"863913";"2432283";"Élève";"MEDICI001";"Rubis";"rubis.medici001";"rubis.medici001";"5rpdf3tx";"";"LGT-BREQUIGNY-RENNES";"T08";"";"Aravind SECHI001, Tea HAMMOND001"
"319968";"1436719";"Élève";"MEHTA001";"Miia";"miia.mehta001";"miia.mehta001";"wxgseven";"";"LGT-BREQUIGNY-RENNES";"BTS1SNEC";"";"Mayann ROCK001, Esméralda PROVENZANO001, Muhamed SEBASTIANI001"
"1260302";"1569016";"Élève";"MELE001";"Pascal";"pascal.mele001";"pascal.mele001";"nk38e34b";"";"LGT-BREQUIGNY-RENNES";"205";"";"Chainese SEDHAI001, Gianna COUMARE001, Elikia SAADHUNA001"
"1958061";"2090226";"Élève";"MELIS001";"Calysta";"calysta.melis001";"calysta.melis001";"anz4dbg5";"";"LGT-BREQUIGNY-RENNES";"203";"";"Afrahim GROSSO001, Selma SHEEZA001, Sohann FORBES001"
"56437";"2943862";"Élève";"MELONI001";"Illiane";"illiane.meloni001";"illiane.meloni001";"j83vnzky";"";"LGT-BREQUIGNY-RENNES";"T06";"";"Hamala MAUSOOMA001, Alizée FATHY001"
"1181263";"2912146";"Élève";"MENGHETTI001";"Benilde";"benilde.menghetti001";"benilde.menghetti001";"6kvc66d3";"";"LGT-BREQUIGNY-RENNES";"103";"";"Yari CASHMAN001, Maria-Dolores ROWAN001"
"1712117";"2265856";"Élève";"MENGHETTI001";"Noëlys";"noelys.menghetti001";"noelys.menghetti001";"6eyha48v";"";"LGT-BREQUIGNY-RENNES";"T07";"";"Adlane BILLMAN001, Lorela MERLI001"
"1125127";"2829516";"Élève";"MERCER001";"Charlee";"charlee.mercer001";"charlee.mercer001";"vkpm6z4z";"";"LGT-BREQUIGNY-RENNES";"BTS2ABM";"";"Jeyna BRUNI001, Yesim ROSI001"
"1772743";"1793421";"Élève";"MERCER001";"Joulya";"joulya.mercer001";"joulya.mercer001";"g463mh9r";"";"LGT-BREQUIGNY-RENNES";"216";"";"Shanelle SICILIANO001"
"664328";"2908634";"Élève";"MEREDITH001";"Giordano";"giordano.meredith001";"giordano.meredith001";"4p9wnjdn";"";"LGT-BREQUIGNY-RENNES";"T12";"";"Tymeo SHAKEEBA001, Marie-Noël DEVANEY001"
"263452";"2162193";"Élève";"MEREDITH001";"Jaël";"jael.meredith001";"jael.meredith001";"nhad8nsx";"";"LGT-BREQUIGNY-RENNES";"1STMG1";"";"Jorlan GABRIELLI001, Ossian PICCOLO001, Milaya NAAIL001"
"68229";"1297997";"Élève";"MEREDITH001";"Nessy";"nessy.meredith001";"nessy.meredith001";"5pa4fw9g";"";"LGT-BREQUIGNY-RENNES";"T07";"";"Florimon GRENNAN001, Kaélie HAY001"
"1638987";"2536016";"Élève";"MERONI001";"Djemila";"djemila.meroni001";"djemila.meroni001";"x3vekrwd";"";"LGT-BREQUIGNY-RENNES";"T05";"";"Vi ZAGO001, Matiu BARBAGALLO001"
"1246371";"1216608";"Élève";"MERRIGAN001";"Nehemie";"nehemie.merrigan001";"nehemie.merrigan001";"a7w85atm";"";"LGT-BREQUIGNY-RENNES";"201";"";"Automne RUDD001, Armandino DONRE001"
"1172663";"2867780";"Élève";"MESTAR001";"Claire-Alice";"claire-alice.mestar001";"claire-alice.mestar001";"g6j7nf7h";"";"LGT-BREQUIGNY-RENNES";"TSTMG2";"";"Eoline VISUNKE001, Herminio LAI001"
"1748886";"1924091";"Élève";"MIAH001";"Edwin";"edwin.miah001";"edwin.miah001";"s5e66hct";"";"LGT-BREQUIGNY-RENNES";"BTS1ATI";"";"Ode FAHERTY001, N'rick SANGARE001"
"1982748";"2753414";"Élève";"MIAH001";"Laidi";"laidi.miah001";"laidi.miah001";"h9mveykh";"";"LGT-BREQUIGNY-RENNES";"107";"";"Manel LANDERS001, Leyli DIARRA001"
"593167";"2689896";"Élève";"MICHALSKI001";"Kristiana";"kristiana.michalski001";"kristiana.michalski001";"tmh89gmw";"";"LGT-BREQUIGNY-RENNES";"109";"";"Affif NADIRA001, Chloelia MORTIMER001"
"828549";"2189633";"Élève";"MICHALSKI001";"Safiyatou";"safiyatou.michalski001";"safiyatou.michalski001";"86mtzfwp";"";"LGT-BREQUIGNY-RENNES";"DCG3";"";"Mayte MANGANO001, Erda GELAL001, Hilona MARZANO001, Éliott FALLON001"
"960821";"1100550";"Élève";"MICHELI001";"Osanne";"osanne.micheli001";"osanne.micheli001";"ekt8gpxm";"";"LGT-BREQUIGNY-RENNES";"1ST2S3";"";"Bilhel D'ANDREA001, Nere THANET001, Kally HOWARTH001"
"1432140";"2727807";"Élève";"MIGLIACCIO001";"Aloysia";"aloysia.migliaccio001";"aloysia.migliaccio001";"yb8mmmtg";"";"LGT-BREQUIGNY-RENNES";"BTS2ABM";"";"Julia CAURASIY001, Johny MAGNI001, Sameh PROVENZANO001"
"1561947";"1598158";"Élève";"MIJAR001";"Nateo";"nateo.mijar001";"nateo.mijar001";"kpvyxt38";"";"LGT-BREQUIGNY-RENNES";"201";"";"Rollande MARANO001, Keysson NIARE001"
"1295474";"1862998";"Élève";"MIKARANI001";"Fouad";"fouad.mikarani001";"fouad.mikarani001";"t7mg3ea3";"";"LGT-BREQUIGNY-RENNES";"1STMG5";"";"Anesa BRESSAN001, Romain-Pierre ANELLI001"
"835201";"2239438";"Élève";"MILANO001";"Jouliane";"jouliane.milano001";"jouliane.milano001";"d8p4xztx";"";"LGT-BREQUIGNY-RENNES";"BTS1SAM";"";"Lauredane DEL001, Tyffanie WEAVER001, Lisandre TELLY001"
"1245521";"2806242";"Élève";"MILANO001";"Kivanc";"kivanc.milano001";"kivanc.milano001";"rcyntmn8";"";"LGT-BREQUIGNY-RENNES";"BTS1SAM";"";"Lincy MADEEH001, Oday WAKEFIELD001, Ernesto GASTALDI001"
"1484973";"2220470";"Élève";"MILLAR001";"Jimi";"jimi.millar001";"jimi.millar001";"k7d8nv4z";"";"LGT-BREQUIGNY-RENNES";"1STI2D2";"";"Oxana MUDABHARI001, Ozcan SHAZIYYA001"
"1437439";"1990173";"Élève";"MILLAR001";"Krish";"krish.millar001";"krish.millar001";"e745nnen";"";"LGT-BREQUIGNY-RENNES";"TSTI2D1";"";"Sawssan DERBY001, Joëlle PIRAS001, Expédit ZAINA001, Zaïneb MARRIOTT001"
"1781544";"2449266";"Élève";"MILLARD001";"Ismahil";"ismahil.millard001";"ismahil.millard001";"cpf5wjzk";"";"LGT-BREQUIGNY-RENNES";"T12";"";"Kahéna CARTWRIGHT001, Eddyne CURTIN001"
